day,ZRTC,ZSTC,ZLFC,ZERC,ZART,ZAST,ZALF,ZAER,TZDMI,TZDMX,ZU
36,78.06392729705924,34.55984687241213,27.434810858430417,0.0,41936.66211736906,25819.3859245093,23913.031958121643,0.0,0.0,349711.25699222134,6432.3
37,79.55428420215455,35.464319225233474,27.73263626503303,0.0,44470.25982290147,28278.2792255271,25567.040951571424,0.0,0.0,365920.0220806663,6646.499999999999
38,80.47104411914115,35.97467722233094,27.769220369441083,0.0,47076.6753549666,30914.633229577037,27321.67141545636,0.0,0.0,387041.0615208968,6997.400000000001
39,80.6329007179172,35.9929527690082,27.47306559772702,0.0,49785.03080152316,33801.51704643088,29221.832152045965,0.0,0.0,415612.2971607349,7495.400000000001
40,80.85748383876896,36.099120611323485,27.23795548266892,0.0,52603.97222936094,36958.919071471464,31278.888699167604,0.0,0.0,445377.24303712544,8033.4
41,80.83475393457057,36.053869856052835,26.90157578081156,0.0,55550.386751053826,40439.37791728734,33524.11533165884,0.0,0.0,479858.00331219967,8672.1
42,81.81745014804156,36.725724293844266,27.055306124126453,0.0,58557.28345751862,44123.797316646014,35874.79922583537,0.0,0.0,504978.75096796796,9042.0
43,83.44785961442518,37.84249005313579,27.513345313921132,0.0,61588.47246066787,47940.98046168518,38281.92707764695,0.0,0.0,522880.03001844126,9255.5
44,84.0239053301072,38.15109102044953,27.4340237120394,0.0,64687.83013669388,52037.88327201802,40836.466591288096,0.0,0.0,553815.8360102758,9750.800000000001
45,85.519401392598,39.16299826352906,27.822677815721054,0.0,67804.41967619577,56290.40390342626,43455.556420377965,0.0,0.0,573471.796136013,9988.2
46,87.0956079505046,40.21930627391747,28.240207287622688,0.0,70923.30858221855,60684.27019863426,46126.801219147186,0.0,0.0,591646.4536585114,10184.0
47,88.45732056513732,41.06591523096607,28.556375430584403,21.66332534428001,74033.35217681325,65243.69171347542,48848.99667974932,19.339429962015856,17.85453493835123,612315.9872631162,10411.0
48,88.8977966943497,41.096579258876076,28.468460184536767,18.019306436283156,77178.29737101206,70164.53627613709,51694.460337225624,96.08601562522583,87.30842129129297,646817.6078337637,10988.0
49,88.72874010793561,40.607026867097936,28.175796534670116,15.241513573249893,80389.19125292399,75615.0895269112,54700.09826034285,230.00095982195808,205.72253995763785,692827.1241506533,11801.0
50,88.68969841290138,40.27042620251374,28.034427121980986,13.789172365011494,83675.33575616956,81644.87221962142,57846.1240919995,407.04793220951206,360.386804482666,739721.7713706051,12638.999999999998
51,89.31572583966884,40.552119711017696,28.250363921533648,12.663331046286325,87009.29047024061,88150.91388715313,61060.26383689118,577.9118057150823,505.68475021461506,776853.6851458465,13224.999999999998
52,93.45529986322647,43.63687335895841,86.89498239791337,12.939387512539874,92977.63562557694,99511.7697272249,193419.86832368185,772.423826928802,615.9991520952891,797894.308024444,13384.0
53,97.31396464926486,46.42889624617437,80.53505315301226,13.374637546708191,98545.4448956033,110514.27738112086,183582.35649537257,1004.4187313157397,729.5514270666985,678674.6622260461,6964.799999999999
54,99.76365456745303,47.82486865651847,74.44572140378426,13.413816288999495,103572.5457766116,121123.06564332558,175281.64878979983,1418.7372936754591,1110.9185643634148,719172.9780277701,7749.5
55,102.50820137471784,49.77066036299395,69.96917582103649,13.20260325522804,108196.51233289449,131319.84298633676,168228.63837830562,1806.4038058756012,1317.6985000158975,743979.5441693692,8155.4
56,105.06305113983537,51.66010752964698,66.32571522923756,13.183965431648716,112435.87875849479,141071.21613106842,162202.8600401021,2286.742573747163,1662.5715727426289,764288.2043140908,8445.3
57,106.63632824428511,52.6028970237972,62.800033338970024,13.106846563696372,116285.09690446037,150549.77487011557,157057.79382949584,3142.5318993406872,2508.5098678964896,798316.0373538272,9038.5
58,107.57327865018019,53.02725315872204,58.173617220541075,13.133551972894438,119770.06751007115,159870.87922501497,148984.37257497202,4412.77615687441,3577.3199213726703,848239.5937439682,10010.0
59,110.7086872846108,55.35324293494544,107.90412299731032,13.360417638239309,125375.79149119805,174199.95936506146,274073.55845622486,5840.7397155640365,4330.572851688101,871482.8694471237,10404.0
60,114.12387386282622,58.20227157223762,100.3168686540716,15.200311390674134,130483.69675654863,187733.67197560318,256939.38470512335,7749.680588110809,4355.999533956182,750826.8397013091,4065.2999999999997
61,116.91535176906426,60.53159276762547,93.8632518718628,16.595979199937215,134897.590102272,200018.85543935874,241932.73375046864,9881.9801379472,4159.204110882526,773675.8106217083,4526.4
62,119.34624897502704,62.656744717461784,88.4171264585401,18.03347837882568,138714.41843623057,211213.5253484345,228729.83364988753,12218.233592511306,3668.6320466189845,791894.9594492259,4868.0
63,121.28359512867159,64.35137808401186,83.70292977787497,18.967826005865923,142007.25332417083,221528.07640343066,217082.9665572558,14805.514851903059,3392.954371069083,812519.9419855151,5258.8
64,122.95546853037776,65.89989261578978,79.67522458532818,19.849909499903823,144838.4914285528,231070.6273283239,206706.46430550722,17648.74326412436,2976.6753028781204,830752.9742713697,5583.599999999999
65,124.41938266075346,67.36066184302817,76.24799978844574,20.751859938879655,147258.9392172694,239918.86675001163,197430.38281605617,20744.12797436714,2343.8049079090997,846034.7802186568,5831.4
66,127.14155246533556,69.72217535873868,123.18676287652886,21.79005896816472,151165.597928371,252502.1473066647,317768.74936440005,24982.9349285488,2186.452401802446,865362.4640660605,6169.999999999999
67,129.18713203623201,71.78273585344354,116.39899638387317,23.247395489945607,154084.90661382175,262990.49528201664,298745.31667110237,30078.50719628024,893.9485350538744,791291.9051654364,1064.7
68,130.90832721436226,73.76391237595652,110.06781117738093,24.499836407193534,156464.02391505623,272316.6272160492,280997.23565742915,35566.894465316254,0.0,794930.0232855142,1163.4
69,132.3090591459318,75.61625932579761,104.10859502632961,25.32211734332009,158355.45017823455,280559.15277169447,264158.83736777905,41478.56354072368,0.0,800574.600985306,1310.4
70,133.5044981077019,77.50282193080581,98.94530935319688,26.57811410067617,159819.6272430587,287779.5854848276,249058.95941793956,47655.8405547746,0.0,800674.7403116077,1331.8
71,134.4006268403878,79.1982184421078,94.18224077116808,27.778833584695683,160892.39229629395,294074.84665209847,235575.4364274626,54037.23331199194,0.0,803306.900405928,1399.8
72,134.095233193224,80.71923806761467,89.89241400985735,29.439799288432322,160526.802375775,299722.6203258551,223763.154500991,60468.74148637464,0.0,788840.4916269479,1050.5
73,132.74997396514783,82.08426282707661,86.1131199541537,30.794425246899223,158916.378521719,304791.1616985189,213254.83191331747,66971.93138534162,0.0,776028.0453211489,748.99
74,130.50732380604325,83.30509332484239,82.26792634316296,31.83344672598929,156231.67862362618,309324.28818142216,202494.26748883288,73556.36420475769,0.0,766694.5514456928,540.25
